,time,speed,x_coordinate,y_coordinate
0,0.16842985153198242,0.032426450766073034,-10.000079154968262,-1309.00439453125
1,0.22228765487670898,0.12099744122009162,-10.000094413757324,-1309.0120849609375
2,0.2780449390411377,0.21676799905957556,-10.00015640258789,-1309.0380859375
3,0.3424553871154785,0.3069267464702932,-10.000154495239258,-1309.07666015625
4,0.3833456039428711,0.3750060468806129,-10.000075340270996,-1309.1109619140625
5,0.42124509811401367,0.42744816323459894,-10.000112533569336,-1309.1461181640625
6,0.45116424560546875,0.5146634072131466,-10.000151634216309,-1309.1793212890625
7,0.4830794334411621,0.579525924525884,-10.000096321105957,-1309.2117919921875
8,0.5167365074157715,0.630147810034337,-9.999969482421875,-1309.2415771484375
9,0.5483839511871338,0.6720463467958763,-10.000004768371582,-1309.2701416015625
10,0.5810215473175049,0.7081394199978727,-10.000133514404297,-1309.297607421875
11,0.6143405437469482,0.7568746817120446,-10.000164985656738,-1309.3250732421875
12,0.6472580432891846,0.7804674494062648,-10.000134468078613,-1309.352783203125
13,0.6791729927062988,0.816100031467079,-10.000003814697266,-1309.3807373046875
14,0.7132101058959961,0.8354943691172998,-9.999931335449219,-1309.4093017578125
15,0.7492296695709229,0.871536842332033,-10.000046730041504,-1309.438720703125
16,0.7811572551727295,0.9088898952981437,-10.000149726867676,-1309.468505859375
17,0.8133020401000977,0.9292854681793645,-10.00013542175293,-1309.4991455078125
18,0.8454253673553467,0.9513992607570462,-9.999987602233887,-1309.53076171875
19,0.88037109375,0.9759631362092738,-9.999948501586914,-1309.5625
20,0.9116630554199219,1.0090731673256996,-10.000057220458984,-1309.5963134765625
21,0.9456639289855957,1.032280948480992,-10.00015926361084,-1309.6298828125
22,0.9806811809539795,1.0490071728560124,-10.000061988830566,-1309.6649169921875
23,1.0148065090179443,1.079578045948738,-9.99996280670166,-1309.7010498046875
24,1.0499930381774902,1.1012152740365166,-9.999972343444824,-1309.73828125
25,1.084001064300537,1.1297250809598613,-10.000019073486328,-1309.7762451171875
26,1.1209657192230225,1.1431018936239647,-9.999987602233887,-1309.8153076171875
27,1.1556694507598877,1.176443598573354,-9.99998950958252,-1309.8565673828125
28,1.1881654262542725,1.1980155956423073,-10.000006675720215,-1309.8973388671875
29,1.2240982055664062,1.2081379350752945,-9.999994277954102,-1309.939453125
30,1.2580416202545166,1.2401252547859727,-10.000012397766113,-1309.98095703125
31,1.2927069664001465,1.2577533213306746,-10.000038146972656,-1310.02392578125
32,1.3266682624816895,1.265884426038227,-9.999992370605469,-1310.0675048828125
33,1.3616697788238525,1.2973872719924886,-9.999979972839355,-1310.11181640625
34,1.3963732719421387,1.3158826865643367,-9.999984741210938,-1310.1568603515625
35,1.430349349975586,1.3227327466554448,-9.999953269958496,-1310.202392578125
36,1.482795238494873,1.352793907531167,-9.999958038330078,-1310.272216796875
37,1.518505573272705,1.3643671411341318,-9.999960899353027,-1310.3193359375
38,1.5547246932983398,1.3906656267014086,-9.99996280670166,-1310.367431640625
39,1.588660478591919,1.4071085910934502,-9.999958992004395,-1310.4169921875
40,1.6225919723510742,1.4128422202457642,-9.999951362609863,-1310.4656982421875
41,1.6565055847167969,1.4395020468984627,-9.999946594238281,-1310.5157470703125
42,1.6900315284729004,1.4543665672788966,-9.9999361038208,-1310.5648193359375
43,1.7258174419403076,1.4622737269356978,-9.99992847442627,-1310.614990234375
44,1.7609317302703857,1.4749086752759755,-9.999930381774902,-1310.6656494140625
45,1.7950692176818848,1.4794950573722152,-9.99991512298584,-1310.7169189453125
46,1.8288607597351074,1.5049612101396201,-9.999929428100586,-1310.7684326171875
47,1.8640570640563965,1.5227391984950902,-9.999897956848145,-1310.820556640625
48,1.8981285095214844,1.5252102861017942,-9.999872207641602,-1310.872802734375
49,1.932866096496582,1.5362407921653856,-9.999856948852539,-1310.926513671875
50,1.9678981304168701,1.5393558934036713,-9.999823570251465,-1310.9798583984375
51,2.004870891571045,1.5660556741643636,-9.999857902526855,-1311.033447265625
52,2.039778470993042,1.5774841658330567,-9.999846458435059,-1311.0892333984375
53,2.075014352798462,1.5837665448046752,-9.999839782714844,-1311.144287109375
54,2.1089563369750977,1.5927968085835216,-9.999823570251465,-1311.1990966796875
55,2.141932964324951,1.592597495027955,-9.999801635742188,-1311.2542724609375
56,2.1768388748168945,1.6138162717119502,-9.99983024597168,-1311.3096923828125
57,2.212052822113037,1.6142693803578518,-9.99978256225586,-1311.365478515625
58,2.2450826168060303,1.6346217855415128,-9.99979305267334,-1311.42138671875
59,2.2801177501678467,1.6459988661130867,-9.999741554260254,-1311.4779052734375
60,2.314302921295166,1.6459898745460761,-9.999722480773926,-1311.534423828125
61,2.3492987155914307,1.655763958244015,-9.999734878540039,-1311.59228515625
62,2.383450508117676,1.6531502180769382,-9.9996976852417,-1311.6494140625
63,2.417781114578247,1.6713733115198623,-9.999698638916016,-1311.7069091796875
64,2.453977346420288,1.672712973006078,-9.999605178833008,-1311.7637939453125
65,2.4879534244537354,1.6943361523431526,-9.999638557434082,-1311.823486328125
66,2.520955801010132,1.6913095209022206,-9.999602317810059,-1311.8818359375
67,2.5559496879577637,1.7024346362766642,-9.999627113342285,-1311.940185546875
