,time,speed,x_coordinate,y_coordinate
0,0.19018220901489258,0.023633981635022217,-10.000088691711426,-1309.0045166015625
1,0.238006591796875,0.1215785636950292,-10.000090599060059,-1309.011962890625
2,0.2800772190093994,0.19927105127940828,-10.000155448913574,-1309.028076171875
3,0.32286930084228516,0.25272180342405376,-10.00014591217041,-1309.0509033203125
4,0.3627622127532959,0.3196575246761895,-10.00010871887207,-1309.07958984375
5,0.4036529064178467,0.3888835662928303,-10.000113487243652,-1309.1153564453125
6,0.4390718936920166,0.44693449930487533,-10.000129699707031,-1309.15185546875
7,0.4699892997741699,0.5389988487202042,-10.000168800354004,-1309.1864013671875
8,0.5023007392883301,0.594645661863111,-10.000082969665527,-1309.2196044921875
9,0.5327391624450684,0.6512332573802085,-9.999988555908203,-1309.25
10,0.5686438083648682,0.6860884450727045,-10.000067710876465,-1309.27880859375
11,0.5995604991912842,0.7280530151957131,-10.000174522399902,-1309.306884765625
12,0.6310107707977295,0.7740571364737517,-10.000167846679688,-1309.3350830078125
13,0.6651721000671387,0.7937377941404339,-10.000107765197754,-1309.36279296875
14,0.6971039772033691,0.8297394790218494,-9.999984741210938,-1309.3916015625
15,0.7319796085357666,0.8500738439588706,-9.999995231628418,-1309.420166015625
16,0.7650101184844971,0.8886549490641296,-10.000123023986816,-1309.4495849609375
17,0.7989377975463867,0.9128987725793206,-10.000192642211914,-1309.4803466796875
18,0.8328073024749756,0.9442593596008296,-10.00010871887207,-1309.5118408203125
19,0.8646314144134521,0.9604087830145998,-9.999964714050293,-1309.543701171875
20,0.8981540203094482,0.9944856537680862,-10,-1309.575927734375
21,0.9479410648345947,1.030883563559966,-10.000144004821777,-1309.6265869140625
22,0.9808521270751953,1.0508957637182708,-10.000079154968262,-1309.66162109375
23,1.0148670673370361,1.0751083469683747,-10.000003814697266,-1309.6971435546875
24,1.0483882427215576,1.1025909868301258,-10.00002384185791,-1309.7337646484375
25,1.0814335346221924,1.1295820564412806,-10.000075340270996,-1309.7703857421875
26,1.1143715381622314,1.1406468232971223,-10.000014305114746,-1309.808349609375
27,1.1484065055847168,1.1731038295754848,-9.999984741210938,-1309.8470458984375
28,1.1813111305236816,1.1875486023091197,-9.999996185302734,-1309.8865966796875
29,1.2145042419433594,1.2035927780994073,-9.999982833862305,-1309.92626953125
30,1.2474043369293213,1.2280949377760082,-9.999999046325684,-1309.9669189453125
31,1.281371831893921,1.2456531540175115,-10.00005054473877,-1310.0084228515625
32,1.315431833267212,1.265386986599209,-10.00004768371582,-1310.050537109375
33,1.350297212600708,1.2827706115457094,-10.000006675720215,-1310.0931396484375
34,1.3843343257904053,1.302393227625073,-10.00001335144043,-1310.13720703125
35,1.4193542003631592,1.3195638880133065,-10.000006675720215,-1310.181884765625
36,1.4532015323638916,1.3380221197478628,-9.999993324279785,-1310.2276611328125
37,1.4913954734802246,1.3535221142529898,-9.999999046325684,-1310.273681640625
38,1.5253314971923828,1.365953140539269,-9.999974250793457,-1310.3228759765625
39,1.558143138885498,1.3945946801029019,-9.999956130981445,-1310.3712158203125
40,1.5921201705932617,1.4098638237587975,-9.99996280670166,-1310.4188232421875
41,1.6275913715362549,1.4150309613536298,-9.99993896484375,-1310.466796875
42,1.6614632606506348,1.439968010773422,-9.999927520751953,-1310.51611328125
43,1.6973671913146973,1.454695018451477,-9.999906539916992,-1310.56591796875
44,1.731459140777588,1.4634547052212337,-9.999918937683105,-1310.6160888671875
45,1.769808053970337,1.4757438105889438,-9.999938011169434,-1310.6668701171875
46,1.7997984886169434,1.4802321197958648,-9.999934196472168,-1310.7188720703125
47,1.8364520072937012,1.5060147596071698,-9.999959945678711,-1310.7703857421875
48,1.8691816329956055,1.5236750951662335,-9.99993896484375,-1310.822509765625
49,1.9041516780853271,1.527232909938431,-9.999918937683105,-1310.874755859375
50,1.9409589767456055,1.537063350060456,-9.999908447265625,-1310.927734375
51,1.9743940830230713,1.5401410111460634,-9.99986457824707,-1310.9825439453125
52,2.0123581886291504,1.5663233411924828,-9.99987506866455,-1311.0369873046875
53,2.046274185180664,1.5762992399383822,-9.999823570251465,-1311.0911865234375
54,2.0812008380889893,1.5859736457076594,-9.999826431274414,-1311.146240234375
55,2.11417555809021,1.5960508358368883,-9.999838829040527,-1311.2010498046875
56,2.1497108936309814,1.5939048832701916,-9.999823570251465,-1311.2569580078125
57,2.1836981773376465,1.6125016641164391,-9.999833106994629,-1311.3125
58,2.21951961517334,1.6142911551252301,-9.99976921081543,-1311.369140625
59,2.2549045085906982,1.6365553097779113,-9.999800682067871,-1311.426025390625
60,2.289445400238037,1.6443439602659446,-9.999764442443848,-1311.4825439453125
61,2.3281776905059814,1.649318337587137,-9.99978256225586,-1311.5399169921875
62,2.3592169284820557,1.6629938413943275,-9.999778747558594,-1311.5994873046875
63,2.392321825027466,1.6588491564906709,-9.99974250793457,-1311.6566162109375
64,2.428086042404175,1.6691742493766246,-9.999746322631836,-1311.7142333984375
65,2.462768793106079,1.6726144551713797,-9.999687194824219,-1311.7720947265625
66,2.4968888759613037,1.6939187781656593,-9.999711990356445,-1311.830078125
67,2.531947374343872,1.6900513185951462,-9.999637603759766,-1311.888427734375
68,2.5663704872131348,1.707518664407391,-9.999648094177246,-1311.9468994140625
69,2.6023621559143066,1.708560893652385,-9.999603271484375,-1312.005859375
70,2.635427951812744,1.7137230670158519,-9.999613761901855,-1312.0648193359375
71,2.670567512512207,1.7264384332846048,-9.99963092803955,-1312.124267578125
72,2.704833984375,1.720940498133135,-9.999601364135742,-1312.18359375
